"","survey_unique","station","date","year","month","day","forest","total.g.per.m2","ripe.g.per.m2","dipt.g.per.m2","ripe.dipt.g.per.m2","fagaceae.g.per.m2","euphorb.g.per.m2","nondipt.g.per.m2","ripe.nondipt.g.per.m2"
"436","AG26_17","AG26",2015-08-18,2015,8,18,"Malua",1.279973773,0.273139909,0,0,0,0.273139909,1.279973773,0.273139909
"437","AG27_17","AG27",2015-08-19,2015,8,19,"Malua",3.718280823,3.534264104,0,0,0,0,3.718280823,3.534264104
"438","AG28_17","AG28",2015-08-19,2015,8,19,"Malua",0.014994692,0.014994692,0,0,0,0,0.014994692,0.014994692
"439","AG29_17","AG29",2015-08-20,2015,8,20,"Malua",0.146646099,0,0.138982882,0,0,0,0.007663217,0
"440","AG30_17","AG30",2015-08-19,2015,8,19,"Malua",0.224819731,0,0,0,0,0,0.224819731,0
"441","AG31_17","AG31",2015-08-18,2015,8,18,"Malua",5.98164643,0,1.968053344,0,0,0,4.013593086,0
"442","AG32_17","AG32",2015-08-14,2015,8,14,"Malua",0.275867592,0.010441371,0,0,0,0.010441371,0.275867592,0.010441371
"443","AG33_17","AG33",2015-08-14,2015,8,14,"Malua",0,0,0,0,0,0,0,0
"444","AG34_17","AG34",2015-08-14,2015,8,14,"Malua",0.207823447,0,0,0,0,0,0.207823447,0
"445","AG35_17","AG35",2015-08-18,2015,8,18,"Malua",0.482513168,0.393878613,0.072551752,0,0,0.393878613,0.409961416,0.393878613
"446","AG36_17","AG36",2015-08-16,2015,8,16,"Malua",0.183668392,0.141470939,0,0,0,0.041600318,0.183668392,0.141470939
"447","AG37_17","AG37",2015-09-01,2015,9,1,"Malua",3.112747189,2.159073513,3.016544396,2.091460987,0,0.054873672,0.0962027929999998,0.067612526
"448","AG38_17","AG38",2015-09-01,2015,9,1,"Malua",2.960091561,0,0,0,0,0,2.960091561,0
"449","AG39_17","AG39",2015-09-01,2015,9,1,"Malua",0.65278533,0.346283553,0,0,0,0.009454618,0.65278533,0.346283553
"450","AG40_17","AG40",2015-08-19,2015,8,19,"Malua",0.047696059,0.043217556,0,0,0,0,0.047696059,0.043217556
"451","AG41_17","AG41",2015-08-19,2015,8,19,"Malua",0.514132166,0.021098726,0,0,0,0,0.514132166,0.021098726
"452","AG42_17","AG42",2015-08-14,2015,8,14,"Malua",0.076207899,0.031946656,0,0,0,0.031946656,0.076207899,0.031946656
"453","AG43_17","AG43",2015-08-19,2015,8,19,"Danum",1.255257884,1.042844347,0.173281372,0,0,0.914361067,1.081976512,1.042844347
"454","AG44_17","AG44",2015-08-23,2015,8,23,"Danum",5.749402866,3.138734076,0.508393047,0.433751327,0,2.704982749,5.241009819,2.704982749
"455","AG01_18","AG01",2015-09-05,2015,9,5,"Danum",3.342137739,0.317655255,0,0,0,0,3.342137739,0.317655255
"456","AG02_18","AG02",2015-08-26,2015,8,26,"Danum",0.690374299,0.224095769,0.022492038,0,0,0,0.667882261,0.224095769
"457","AG03_18","AG03",2015-08-24,2015,8,24,"Danum",0.328343949,0.02178543,0.022283041,0.006060908,0,0,0.306060908,0.015724522
"458","AG04_18","AG04",2015-08-24,2015,8,24,"Danum",2.593663747,0,0.133957006,0,0,0,2.459706741,0
"459","AG05_18","AG05",2015-08-25,2015,8,25,"Danum",0.260149283,0.221224124,0.026526672,0.010591162,0,0,0.233622611,0.210632962
"460","AG06_18","AG06",2015-09-09,2015,9,9,"Danum",0.043282909,0,0,0,0,0,0.043282909,0
"461","AG07_18","AG07",2015-09-05,2015,9,5,"Danum",2.206852536,2.134973556,1.485370223,1.485370223,0.126890924,0,0.721482313,0.649603333
"462","AG08_18","AG08",2015-09-02,2015,9,2,"Danum",0.656686571,0.644694135,0.481427813,0.469435377,0,0,0.175258758,0.175258758
"463","AG09_18","AG09",2015-09-05,2015,9,5,"Danum",19.14004588,17.73596736,1.399582006,0,0,0,17.740463874,17.73596736
"464","AG10_18","AG10",2015-09-05,2015,9,5,"Danum",0,0,0,0,0,0,0,0
"465","AG11_18","AG11",2015-08-28,2015,8,28,"Danum",7.466328291,7.466328291,2.273586783,2.273586783,0,0,5.192741508,5.192741508
"466","AG13_18","AG13",2015-08-27,2015,8,27,"Danum",1.487501659,0.035230892,0,0,0,0,1.487501659,0.035230892
"467","AG14_18","AG14",2015-09-02,2015,9,2,"Danum",3.304994692,3.303450106,0.011445064,0.011445064,0,0.019944268,3.293549628,3.292005042
"468","AG15_18","AG15",2015-09-02,2015,9,2,"Danum",8.556708908,8.455463774,0,0,0,0,8.556708908,8.455463774
"469","AG16_18","AG16",2015-08-26,2015,8,26,"Danum",1.707754224,0.642217357,1.581251659,0.642217357,0,0,0.126502565,0
"470","AG17_18","AG17",2015-08-25,2015,8,25,"Danum",4.186511538,0.017032245,4.162719739,0,0,0,0.0237917990000005,0.017032245
"471","AG19_18","AG19",2015-08-25,2015,8,25,"Danum",0.070530864,0.047093364,0.018270303,0,0,0.047093364,0.052260561,0.047093364
"472","AG20_18","AG20",2015-08-27,2015,8,27,"Danum",1.247109114,1.208892554,1.21695386,1.208892554,0,0,0.0301552539999999,0
"473","AG21_18","AG21",2015-08-27,2015,8,27,"Danum",0.159743488,0.071108678,0.062632696,0.061056927,0,0,0.097110792,0.010051751
"474","AG22_18","AG22",2015-08-27,2015,8,27,"Danum",0.504976115,0.050656847,0,0,0,0,0.504976115,0.050656847
"475","AG23_18","AG23",2015-08-31,2015,8,31,"Malua",16.93371815,13.94207803,0,0,0.951433121,0.393113057,16.93371815,13.94207803
"476","AG24_18","AG24",2015-08-29,2015,8,29,"Malua",23.50232219,10.67953822,23.45216295,10.62937898,0,0,0.0501592399999993,0.0501592399999993
"477","AG25_18","AG25",2015-08-30,2015,8,30,"Malua",5.250034359,2.428932789,4.579062168,2.225359939,0,0,0.670972191,0.20357285
"478","AG26_18","AG26",2015-08-29,2015,8,29,"Malua",0.236464257,0.052385336,0,0,0,0.003087679,0.236464257,0.052385336
"479","AG27_18","AG27",2015-09-01,2015,9,1,"Malua",0.220662487,0.048964968,0,0,0,0,0.220662487,0.048964968
"480","AG28_18","AG28",2015-08-31,2015,8,31,"Malua",0.052647293,0.052647293,0.052647293,0.052647293,0,0,0,0
"481","AG29_18","AG29",2015-08-31,2015,8,31,"Malua",6.66248673,5.579286093,0.73089172,0,0,0,5.93159501,5.579286093
"482","AG30_18","AG30",2015-09-01,2015,9,1,"Malua",0.122139163,0.002232143,0,0,0,0.002232143,0.122139163,0.002232143
"483","AG31_18","AG31",2015-08-30,2015,8,30,"Malua",0.31205215,0.211534634,0.293341959,0.211534634,0,0,0.018710191,0
"484","AG32_18","AG32",2015-08-29,2015,8,29,"Malua",0.178907909,0.081063277,0,0,0,0.064642099,0.178907909,0.081063277
"485","AG33_18","AG33",2015-08-30,2015,8,30,"Malua",0.873507166,0.268531051,0,0,0,0.258160828,0.873507166,0.268531051
"486","AG34_18","AG34",2015-08-29,2015,8,29,"Malua",0.114251592,0,0,0,0,0,0.114251592,0
"487","AG35_18","AG35",2015-08-31,2015,8,31,"Malua",1.52025486,0,0.001227442,0,0,0,1.519027418,0
"488","AG36_18","AG36",2015-08-30,2015,8,30,"Malua",0.562400478,0.067177548,0,0,0,0,0.562400478,0.067177548
"489","AG37_18","AG37",2021-09-24,2015,9,24,"Malua",4.616943014,4.541071422,3.994791667,3.984839437,0,0.194667494,0.622151347,0.556231985
"490","AG38_18","AG38",2021-09-24,2015,9,24,"Malua",5.850814343,5.178839821,0.023835589,0.023835589,4.767117834,0.179884805,5.826978754,5.155004232
"491","AG39_18","AG39",2021-09-24,2015,9,24,"Malua",1.414891852,1.414891852,0,0,0,0.395518179,1.414891852,1.414891852
"492","AG40_18","AG40",2015-08-31,2015,8,31,"Malua",0.002388535,0,0,0,0,0,0.002388535,0
"493","AG41_18","AG41",2015-08-31,2015,8,31,"Malua",0.26303742,0.002886146,0,0,0,0,0.26303742,0.002886146
"494","AG42_18","AG42",2015-08-29,2015,8,29,"Malua",0.247426638,0.147406733,0.204916401,0.126791401,0,0.020615332,0.042510237,0.020615332
"495","AG43_18","AG43",2015-09-03,2015,9,3,"Danum",15.47641322,9.760250796,0.18272293,0,0,1.676353503,15.29369029,9.760250796
"496","AG44_18","AG44",2015-09-06,2015,9,6,"Danum",6.692243895,6.692243895,6.679604564,6.679604564,0,0,0.0126393309999999,0.0126393309999999
"497","AG01_19","AG01",2015-09-15,2015,9,15,"Danum",0.604747213,0.48392715,0.11196258,0,0,0.48392715,0.492784633,0.48392715
"498","AG02_19","AG02",2015-09-08,2015,9,8,"Danum",0.124937917,0.062836006,0,0,0,0,0.124937917,0.062836006
"499","AG03_19","AG03",2015-09-07,2015,9,7,"Danum",4.104465234,3.592423036,3.112957803,3.112062102,0,0,0.991507431,0.480360934
"500","AG04_19","AG04",2015-09-07,2015,9,7,"Danum",4.492585589,0.142267118,0.183121019,0.103503185,0,0,4.30946457,0.038763933
"501","AG05_19","AG05",2015-09-08,2015,9,8,"Danum",0,0,0,0,0,0,0,0
"502","AG06_19","AG06",2015-09-21,2015,9,21,"Danum",0.008546975,0,0,0,0,0,0.008546975,0
"503","AG07_19","AG07",2015-09-15,2015,9,15,"Danum",3.419499735,2.14798965,0,0,1.602308917,0,3.419499735,2.14798965
"504","AG08_19","AG08",2015-09-15,2015,9,15,"Danum",0.771868365,0.460363588,0.322226645,0.322226645,0,0,0.44964172,0.138136943
"505","AG09_19","AG09",2015-09-15,2015,9,15,"Danum",0.076532643,0.029259554,0.023984873,0,0,0,0.05254777,0.029259554
"506","AG10_19","AG10",2015-09-15,2015,9,15,"Danum",0,0,0,0,0,0,0,0
"507","AG11_19","AG11",2015-09-15,2015,9,15,"Danum",0.385113787,0.364671908,0.222993631,0.219311306,0,0,0.162120156,0.145360602
"508","AG13_19","AG13",2015-09-11,2015,9,11,"Danum",1.892316879,1.871417197,0.012539809,0.012539809,0,0,1.87977707,1.858877388
"509","AG14_19","AG14",2015-09-20,2015,9,20,"Danum",0.025055732,0.022169586,0.001691879,0,0,0,0.023363853,0.022169586
"510","AG15_19","AG15",2015-09-20,2015,9,20,"Danum",18.73848827,0.076963591,0.005871815,0.005871815,0,0,18.732616455,0.071091776
"511","AG16_19","AG16",2015-09-08,2015,9,8,"Danum",2.874840764,2.839570064,2.840067675,2.839570064,0,0,0.0347730890000002,0
"512","AG17_19","AG17",2015-09-08,2015,9,8,"Danum",11.39155387,0,9.814722665,0,0,0,1.576831205,0
"513","AG19_19","AG19",2015-09-09,2015,9,9,"Danum",2.938746121,1.792547873,2.93086518,1.784666932,0,0.003781847,0.00788094099999981,0.00788094100000003
"514","AG20_19","AG20",2015-09-14,2015,9,14,"Danum",3.966660032,3.159832803,3.289211783,3.159832803,0,0,0.677448249,0
"515","AG21_19","AG21",2015-09-14,2015,9,14,"Danum",9.189855361,9.102275743,8.999767781,8.999767781,0,0,0.19008758,0.102507962000001
"516","AG22_19","AG22",2015-09-10,2015,9,10,"Danum",0.449572054,0.013057325,0.013057325,0.013057325,0,0,0.436514729,0
"517","AG23_19","AG23",2015-09-13,2015,9,13,"Malua",1.648852176,0.455082272,0,0,0,0.444532909,1.648852176,0.455082272
"518","AG24_19","AG24",2015-09-12,2015,9,12,"Malua",0.840760682,0.426198912,0.803481622,0.392164278,0,0.009952229,0.03727906,0.034034634
"519","AG25_19","AG25",2015-09-12,2015,9,12,"Malua",1.125920913,0.957885483,0,0,0,0,1.125920913,0.957885483
"520","AG26_19","AG26",2015-09-12,2015,9,12,"Malua",2.933547543,2.819096906,0,0,0,2.322779231,2.933547543,2.819096906
"521","AG27_19","AG27",2015-09-14,2015,9,14,"Malua",11.94806605,0.193266865,0.059116242,0.059116242,0,0,11.888949808,0.134150623
"522","AG28_19","AG28",2015-09-14,2015,9,14,"Malua",2.580662818,1.540654857,0,0,0,0,2.580662818,1.540654857
"523","AG29_19","AG29",2015-09-14,2015,9,14,"Malua",9.188561571,9.174927017,0.046277866,0.032643312,0,0,9.142283705,9.142283705
"524","AG30_19","AG30",2015-09-14,2015,9,14,"Malua",3.908297316,2.003284236,0,0,0,0,3.908297316,2.003284236
"525","AG31_19","AG31",2015-09-14,2015,9,14,"Malua",10.63516288,2.145367237,2.087096935,2.087096935,0,0,8.548065945,0.0582703019999999
"526","AG32_19","AG32",2015-09-12,2015,9,12,"Malua",1.080428388,0.699158484,0,0,0,0.587076477,1.080428388,0.699158484
"527","AG33_19","AG33",2015-09-12,2015,9,12,"Malua",0.09611089,0.062920205,0,0,0,0.004965057,0.09611089,0.062920205
"528","AG34_19","AG34",2015-09-26,2015,9,26,"Malua",0.612363247,0.142717546,0,0,0,0,0.612363247,0.142717546
"529","AG35_19","AG35",2015-09-13,2015,9,13,"Malua",13.73440154,13.19002123,0.011604299,0,0,0.238853503,13.722797241,13.19002123
"530","AG36_19","AG36",2015-09-13,2015,9,13,"Malua",5.072584926,5.063826964,0,0,0,0,5.072584926,5.063826964
"531","AG40_19","AG40",2015-09-23,2015,9,23,"Malua",0.092058121,0.02647293,0,0,0,0,0.092058121,0.02647293
"532","AG41_19","AG41",2015-09-23,2015,9,23,"Malua",3.418521099,3.110897691,0.017496019,0.017496019,0,0,3.40102508,3.093401672
"533","AG42_19","AG42",2015-09-12,2015,9,12,"Malua",15.9939026,15.69817211,15.22618763,15.22618763,0,0.279193206,0.76771497,0.47198448
"534","AG43_19","AG43",2015-09-20,2015,9,20,"Danum",13.72465167,13.7232285,0.13584793,0.13584793,0,2.331409236,13.58880374,13.58738057
"535","AG44_19","AG44",2015-09-20,2015,9,20,"Danum",0.855443869,0.792910695,0.850417994,0.789875265,0,0,0.00502587500000007,0.00303542999999995
"536","AG02_20","AG02",2015-09-19,2015,9,19,"Danum",0.246583068,0.182026274,0,0,0,0,0.246583068,0.182026274
"537","AG03_20","AG03",2015-09-19,2015,9,19,"Danum",6.580115446,4.099323248,3.343949045,3.299164013,0,0,3.236166401,0.800159235
"538","AG04_20","AG04",2015-09-19,2015,9,19,"Danum",2.239649682,2.051154459,0.079617834,0,1.135549363,0,2.160031848,2.051154459
"539","AG05_20","AG05",2015-09-21,2015,9,21,"Danum",0.045949443,0.021457006,0,0,0.012539809,0,0.045949443,0.021457006
"540","AG16_20","AG16",2015-09-19,2015,9,19,"Danum",2.772699376,1.876666998,2.768320395,1.872288018,0,0,0.00437898099999989,0.00437897999999981
"541","AG17_20","AG17",2015-09-21,2015,9,21,"Danum",0.556719082,0.555226247,0.45971802,0.45971802,0,0,0.097001062,0.095508227
"542","AG32_20","AG32",2015-09-24,2015,9,24,"Malua",2.07201907,1.690868593,0.004398885,0.004398885,0,0.203985631,2.067620185,1.686469708
"543","AG33_20","AG33",2015-09-24,2015,9,24,"Malua",0.198438827,0.025925557,0,0,0,0,0.198438827,0.025925557
"544","AG01_21","AG01",2018-07-13,2018,7,13,"Danum",0,0,0,0,0,0,0,0
"545","AG02_21","AG02",2018-07-13,2018,7,13,"Danum",0,0,0,0,0,0,0,0
"546","AG03_21","AG03",2018-07-16,2018,7,16,"Danum",0,0,0,0,0,0,0,0
"547","AG04_21","AG04",2018-07-16,2018,7,16,"Danum",0,0,0,0,0,0,0,0
"548","AG05_21","AG05",2018-07-09,2018,7,9,"Danum",0,0,0,0,0,0,0,0
"549","AG06_21","AG06",2018-07-11,2018,7,11,"Danum",0,0,0,0,0,0,0,0
"550","AG07_21","AG07",2018-07-10,2018,7,10,"Danum",0,0,0,0,0,0,0,0
"551","AG08_21","AG08",2018-07-10,2018,7,10,"Danum",0,0,0,0,0,0,0,0
"552","AG09_21","AG09",2018-07-12,2018,7,12,"Danum",0,0,0,0,0,0,0,0
"553","AG10_21","AG10",2018-07-12,2018,7,12,"Danum",0,0,0,0,0,0,0,0
"554","AG11_21","AG11",2018-07-12,2018,7,12,"Danum",0,0,0,0,0,0,0,0
"555","AG13_21","AG13",2018-07-11,2018,7,11,"Danum",0,0,0,0,0,0,0,0
"556","AG14_21","AG14",2018-07-10,2018,7,10,"Danum",0,0,0,0,0,0,0,0
"557","AG15_21","AG15",2018-07-13,2018,7,13,"Danum",0,0,0,0,0,0,0,0
"558","AG16_21","AG16",2018-07-13,2018,7,13,"Danum",0,0,0,0,0,0,0,0
"559","AG17_21","AG17",2018-07-09,2018,7,9,"Danum",0.025477707,0.025477707,0,0,0,0.025477707,0.025477707,0.025477707
"560","AG19_21","AG19",2018-07-13,2018,7,13,"Danum",0.021496815,0.021496815,0,0,0,0,0.021496815,0.021496815
"561","AG20_21","AG20",2018-07-11,2018,7,11,"Danum",0,0,0,0,0,0,0,0
"562","AG21_21","AG21",2018-07-11,2018,7,11,"Danum",3.974920382,3.974920382,0,0,0,0,3.974920382,3.974920382
"563","AG22_21","AG22",2018-07-11,2018,7,11,"Danum",0.066679936,0,0,0,0,0,0.066679936,0
"564","AG23_21","AG23",2018-07-18,2018,7,18,"Malua",0,0,0,0,0,0,0,0
"565","AG24_21","AG24",2018-07-18,2018,7,18,"Malua",0,0,0,0,0,0,0,0
"566","AG25_21","AG25",2018-07-25,2018,7,25,"Malua",0.04816879,0,0,0,0,0,0.04816879,0
"567","AG26_21","AG26",2018-07-21,2018,7,21,"Malua",0,0,0,0,0,0,0,0
"568","AG27_21","AG27",2018-07-21,2018,7,21,"Malua",0,0,0,0,0,0,0,0
"569","AG28_21","AG28",2018-07-20,2018,7,20,"Malua",0,0,0,0,0,0,0,0
"570","AG29_21","AG29",2018-07-20,2018,7,20,"Malua",0,0,0,0,0,0,0,0
"571","AG30_21","AG30",2018-07-25,2018,7,25,"Malua",0,0,0,0,0,0,0,0
"572","AG31_21","AG31",2018-07-25,2018,7,25,"Malua",0,0,0,0,0,0,0,0
"573","AG32_21","AG32",2018-07-21,2018,7,21,"Malua",0,0,0,0,0,0,0,0
"574","AG33_21","AG33",2018-07-21,2018,7,21,"Malua",0,0,0,0,0,0,0,0
"575","AG34_21","AG34",2018-07-23,2018,7,23,"Malua",0,0,0,0,0,0,0,0
"576","AG35_21","AG35",2018-07-23,2018,7,23,"Malua",0,0,0,0,0,0,0,0
"577","AG36_21","AG36",2018-07-26,2018,7,26,"Malua",0,0,0,0,0,0,0,0
"578","AG40_21","AG40",2018-07-19,2018,7,19,"Malua",0,0,0,0,0,0,0,0
"579","AG41_21","AG41",2018-07-19,2018,7,19,"Malua",0,0,0,0,0,0,0,0
"580","AG42_21","AG42",2018-07-25,2018,7,25,"Malua",0,0,0,0,0,0,0,0
"581","AG43_21","AG43",2018-07-14,2018,7,14,"Danum",0.245820064,0.245820064,0,0,0,0,0.245820064,0.245820064
"582","AG44_21","AG44",2018-07-14,2018,7,14,"Danum",0,0,0,0,0,0,0,0
"583","AG01_22","AG01",2018-07-27,2018,7,27,"Danum",0,0,0,0,0,0,0,0
"584","AG02_22","AG02",2018-07-27,2018,7,27,"Danum",0,0,0,0,0,0,0,0
"585","AG03_22","AG03",2018-07-30,2018,7,30,"Danum",0,0,0,0,0,0,0,0
"586","AG04_22","AG04",2018-07-30,2018,7,30,"Danum",0,0,0,0,0,0,0,0
"587","AG05_22","AG05",2018-07-23,2018,7,23,"Danum",0.021098726,0.021098726,0,0,0,0,0.021098726,0.021098726
"588","AG06_22","AG06",2018-07-26,2018,7,26,"Danum",0.063296178,0,0,0,0,0,0.063296178,0
"589","AG07_22","AG07",2018-07-24,2018,7,24,"Danum",0,0,0,0,0,0,0,0
"590","AG08_22","AG08",2018-07-24,2018,7,24,"Danum",0.349721338,0.05035828,0,0,0,0,0.349721338,0.05035828
"591","AG09_22","AG09",2018-07-25,2018,7,25,"Danum",0.003383758,0.003383758,0,0,0,0.003383758,0.003383758,0.003383758
"592","AG10_22","AG10",2018-07-25,2018,7,25,"Danum",0.198447452,0.198447452,0,0,0,0,0.198447452,0.198447452
"593","AG11_22","AG11",2018-07-25,2018,7,25,"Danum",0.143511146,0.131568471,0,0,0,0,0.143511146,0.131568471
"594","AG13_22","AG13",2018-07-31,2018,7,31,"Danum",0,0,0,0,0,0,0,0
"595","AG14_22","AG14",2018-07-26,2018,7,26,"Danum",0,0,0,0,0,0,0,0
"596","AG15_22","AG15",2018-07-27,2018,7,27,"Danum",0.186305732,0.186305732,0,0,0,0,0.186305732,0.186305732
"597","AG16_22","AG16",2018-07-28,2018,7,28,"Danum",0,0,0,0,0,0,0,0
"598","AG17_22","AG17",2018-07-23,2018,7,23,"Danum",0.007165605,0.007165605,0,0,0,0,0.007165605,0.007165605
"599","AG19_22","AG19",2018-07-27,2018,7,27,"Danum",0,0,0,0,0,0,0,0
"600","AG20_22","AG20",2018-07-31,2018,7,31,"Danum",0,0,0,0,0,0,0,0
"601","AG21_22","AG21",2018-07-31,2018,7,31,"Danum",0.048964968,0.048964968,0,0,0,0,0.048964968,0.048964968
"602","AG22_22","AG22",2018-07-31,2018,7,31,"Danum",0.000796178,0,0,0,0,0,0.000796178,0
"603","AG23_22","AG23",2018-08-01,2018,8,1,"Malua",0.00736465,0,0,0,0,0,0.00736465,0
"604","AG24_22","AG24",2018-08-01,2018,8,1,"Malua",0,0,0,0,0,0,0,0
"605","AG25_22","AG25",2018-08-03,2018,8,3,"Malua",0,0,0,0,0,0,0,0
"606","AG26_22","AG26",2018-08-03,2018,8,3,"Malua",0.232285032,0,0,0,0,0,0.232285032,0
"607","AG27_22","AG27",2018-08-03,2018,8,3,"Malua",0,0,0,0,0,0,0,0
"608","AG28_22","AG28",2018-08-02,2018,8,2,"Malua",0,0,0,0,0,0,0,0
"609","AG29_22","AG29",2018-08-02,2018,8,2,"Malua",0,0,0,0,0,0,0,0
"610","AG30_22","AG30",2018-08-03,2018,8,3,"Malua",0.008757962,0.008757962,0,0,0,0,0.008757962,0.008757962
"611","AG31_22","AG31",2018-08-03,2018,8,3,"Malua",0.080214968,0,0,0,0,0,0.080214968,0
"612","AG32_22","AG32",2018-08-03,2018,8,3,"Malua",0.002786624,0.002786624,0,0,0,0,0.002786624,0.002786624
"613","AG33_22","AG33",2018-08-03,2018,8,3,"Malua",0,0,0,0,0,0,0,0
"614","AG34_22","AG34",2018-08-01,2018,8,1,"Malua",0.131369427,0,0,0,0,0,0.131369427,0
"615","AG35_22","AG35",2018-08-01,2018,8,1,"Malua",0.015127389,0,0,0,0,0.015127389,0.015127389,0
"616","AG36_22","AG36",2018-08-04,2018,8,4,"Malua",0,0,0,0,0,0,0,0
"617","AG40_22","AG40",2018-08-01,2018,8,1,"Malua",0,0,0,0,0,0,0,0
"618","AG41_22","AG41",2018-08-01,2018,8,1,"Malua",0,0,0,0,0,0,0,0
"619","AG42_22","AG42",2018-08-04,2018,8,4,"Malua",0,0,0,0,0,0,0,0
"620","AG43_22","AG43",2018-07-28,2018,7,28,"Danum",0,0,0,0,0,0,0,0
"621","AG44_22","AG44",2018-07-28,2018,7,28,"Danum",0.296974522,0.296974522,0,0,0,0,0.296974522,0.296974522
"622","AG01_23","AG01",2018-08-07,2018,8,7,"Danum",0.203622611,0,0,0,0,0,0.203622611,0
"623","AG02_23","AG02",2018-08-08,2018,8,8,"Danum",0,0,0,0,0,0,0,0
"624","AG03_23","AG03",2018-08-09,2018,8,9,"Danum",0,0,0,0,0,0,0,0
"625","AG04_23","AG04",2018-08-09,2018,8,9,"Danum",0,0,0,0,0,0,0,0
"626","AG05_23","AG05",2018-08-06,2018,8,6,"Danum",0,0,0,0,0,0,0,0
"627","AG06_23","AG06",2018-08-08,2018,8,8,"Danum",0,0,0,0,0,0,0,0
"628","AG07_23","AG07",2018-08-06,2018,8,6,"Danum",0.005772293,0,0,0,0.005772293,0,0.005772293,0
"629","AG08_23","AG08",2018-08-06,2018,8,6,"Danum",0.043192675,0,0,0,0,0,0.043192675,0
"630","AG09_23","AG09",2018-08-07,2018,8,7,"Danum",0.020501592,0.020501592,0,0,0,0,0.020501592,0.020501592
"631","AG10_23","AG10",2018-08-07,2018,8,7,"Danum",0,0,0,0,0,0,0,0
"632","AG11_23","AG11",2018-08-07,2018,8,7,"Danum",0,0,0,0,0,0,0,0
"633","AG13_23","AG13",2018-08-11,2018,8,11,"Danum",0,0,0,0,0,0,0,0
"634","AG14_23","AG14",2018-08-08,2018,8,8,"Danum",0.023686306,0.023686306,0,0,0,0,0.023686306,0.023686306
"635","AG15_23","AG15",2018-08-08,2018,8,8,"Danum",0,0,0,0,0,0,0,0
"636","AG16_23","AG16",2018-08-09,2018,8,9,"Danum",0,0,0,0,0,0,0,0
"637","AG17_23","AG17",2018-08-06,2018,8,6,"Danum",0,0,0,0,0,0,0,0
"638","AG19_23","AG19",2018-08-07,2018,8,7,"Danum",0,0,0,0,0,0,0,0
"639","AG20_23","AG20",2018-08-11,2018,8,11,"Danum",0,0,0,0,0,0,0,0
"640","AG21_23","AG21",2018-08-11,2018,8,11,"Danum",0.140127389,0.081807325,0,0,0,0.058320064,0.140127389,0.081807325
"641","AG22_23","AG22",2018-08-11,2018,8,11,"Danum",0,0,0,0,0,0,0,0
"642","AG23_23","AG23",2018-08-14,2018,8,14,"Malua",0.021894904,0,0,0,0,0,0.021894904,0
"643","AG24_23","AG24",2018-08-16,2018,8,16,"Malua",0.046974522,0,0,0,0,0,0.046974522,0
"644","AG25_23","AG25",2018-08-16,2018,8,16,"Malua",0,0,0,0,0,0,0,0
"645","AG26_23","AG26",2018-08-15,2018,8,15,"Malua",0.047372611,0,0,0,0,0,0.047372611,0
"646","AG27_23","AG27",2018-08-15,2018,8,15,"Malua",0,0,0,0,0,0,0,0
"647","AG28_23","AG28",2018-08-16,2018,8,16,"Malua",0,0,0,0,0,0,0,0
"648","AG29_23","AG29",2018-08-16,2018,8,16,"Malua",0,0,0,0,0,0,0,0
"649","AG30_23","AG30",2018-08-15,2018,8,15,"Malua",0,0,0,0,0,0,0,0
"650","AG31_23","AG31",2018-08-15,2018,8,15,"Malua",0.001791401,0,0,0,0,0,0.001791401,0
"651","AG32_23","AG32",2018-08-13,2018,8,13,"Malua",0.004976115,0,0,0,0,0,0.004976115,0
"652","AG33_23","AG33",2018-08-13,2018,8,13,"Malua",0.02906051,0,0,0,0,0,0.02906051,0
"653","AG34_23","AG34",2018-08-14,2018,8,14,"Malua",0.126393312,0,0,0,0,0,0.126393312,0
"654","AG35_23","AG35",2018-08-14,2018,8,14,"Malua",0.013136943,0,0,0,0,0,0.013136943,0
"655","AG36_23","AG36",2018-08-15,2018,8,15,"Malua",0.344944268,0,0,0,0,0,0.344944268,0
"656","AG40_23","AG40",2018-08-14,2018,8,14,"Malua",0.003184713,0,0,0,0,0,0.003184713,0
"657","AG41_23","AG41",2018-08-14,2018,8,14,"Malua",0.023686306,0,0,0,0,0,0.023686306,0
"658","AG42_23","AG42",2018-08-15,2018,8,15,"Malua",0,0,0,0,0,0,0,0
"659","AG43_23","AG43",2018-08-09,2018,8,9,"Danum",0,0,0,0,0,0,0,0
"660","AG44_23","AG44",2018-08-09,2018,8,9,"Danum",0,0,0,0,0,0,0,0
"661","AG01_24","AG01",2018-09-11,2018,9,11,"Danum",0,0,0,0,0,0,0,0
"662","AG02_24","AG02",2018-09-08,2018,9,8,"Danum",0,0,0,0,0,0,0,0
"663","AG03_24","AG03",2018-09-10,2018,9,10,"Danum",0,0,0,0,0,0,0,0
"664","AG04_24","AG04",2018-09-10,2018,9,10,"Danum",0,0,0,0,0,0,0,0
"665","AG05_24","AG05",2018-09-03,2018,9,3,"Danum",0,0,0,0,0,0,0,0
"666","AG06_24","AG06",2018-09-01,2018,9,1,"Danum",0,0,0,0,0,0,0,0
"667","AG07_24","AG07",2018-09-04,2018,9,4,"Danum",0,0,0,0,0,0,0,0
"668","AG08_24","AG08",2018-09-04,2018,9,4,"Danum",0,0,0,0,0,0,0,0
"669","AG09_24","AG09",2018-09-12,2018,9,12,"Danum",0,0,0,0,0,0,0,0
